x,f_hz,V_real,V_imag
0.2,21.5,0.0003427000093618065,-0.00017338589644270215
0.2,21.75,0.00028749436896011415,-0.00029780091747973485
0.2,22.0,0.0001821298246520997,-0.0003846064583054524
0.2,22.25,2.4100091817520014e-05,-0.00042656067417662255
0.2,22.5,-0.0001474469130173102,-0.0004174443344755274
0.2,22.75,-0.0002827061266401601,-0.0003448800543245789
0.2,23.0,-0.0003798529452102058,-0.00023554663860609075
0.2,23.25,-0.00045842353694528106,-5.824594557764879e-05
0.2,23.5,-0.0004316328706291454,0.0001419040547778695
0.2,23.75,-0.00040374569784581494,0.0002723164656049999
0.2,24.0,-0.00024181700258606167,0.0004226337191411428
0.2,24.25,-7.399253415045696e-05,0.0004965964508065309
0.2,24.5,0.00010731639481519905,0.00046071881878281823
0.2,24.75,0.00022581090839260718,0.0004364595276073914
0.2,25.0,0.0004943680931029775,0.0003430411376148665
0.2,25.25,0.0005806876216575839,0.00011616386606956207
0.2,25.5,0.0006184506010717151,-5.509878211662981e-05
0.2,25.75,0.0005323819847088354,-0.00029988982022247253
0.2,26.0,0.00040430495985117085,-0.00047727585656327966
0.2,26.25,0.00020568368145602726,-0.0006272173954867444
0.2,26.5,-1.2032930883749472e-05,-0.0006480814408154861
0.2,26.75,-0.0002618950416346504,-0.0006213433200378489
0.2,27.0,-0.0004733397498064796,-0.00047437605225628484
0.2,27.25,-0.0006449424591007755,-0.0002870330904838838
0.2,27.5,-0.0007261965284833428,-2.30709563031413e-05
0.2,27.75,-0.0006574982657485911,0.0002688331756233701
0.2,28.0,-0.0005590174285001583,0.0005130305970627478
0.2,28.25,-0.00030962439640706596,0.000716462413273576
0.2,28.5,-4.9317262469795154e-05,0.0007687115638625784
0.2,28.75,0.0002633101274214551,0.0007625192374384073
0.2,29.0,0.0005569191628179123,0.0006150393186922746
0.2,29.25,0.0007546134263127941,0.00040675524034729146
0.2,29.5,0.0009044983823786163,0.00010136238463383418
0.2,29.75,0.0008836990677243109,-0.0002813330428862073
0.2,30.0,0.0007836936755599124,-0.0005925932585440194
0.2,30.25,0.0005216782990380027,-0.0008371064138671011
0.2,30.5,0.0001733828121781177,-0.0010080306508024558
0.2,30.75,-0.00020215147746133143,-0.0010368506901723513
0.2,31.0,-0.0005878937386805361,-0.0008864035839958829
0.2,31.25,-0.0008823321908041799,-0.000599663437346957
0.2,31.5,-0.0010597191832797718,-0.0002586795854982158
0.2,31.75,-0.001089070527917732,0.00011454439067587566
0.2,32.0,-0.0009694066800163636,0.0005948873491200426
0.2,32.25,-0.0007103358740609176,0.0009455356793426963
0.2,32.5,-0.0003152204910660881,0.0011728427071992416
0.2,32.75,0.0001914811256024713,0.0012375838404229671
0.2,33.0,0.0006098284663529984,0.0011797047083243902
0.2,33.25,0.0010026260159515833,0.0008047511634167624
0.2,33.5,0.001330982317867542,0.0004023440387669873
0.2,33.75,0.001459530967885671,-0.00013235815487176524
0.2,34.0,0.0013355641906660197,-0.0006962644392374736
0.2,34.25,0.001052242312118599,-0.0011432577855801894
0.2,34.5,0.000573267035693457,-0.0014980970388188421
0.2,34.75,-5.303684097152774e-05,-0.0016725198008094415
0.2,35.0,-0.0006370280902882965,-0.0015458849360851237
0.2,35.25,-0.0012384913498429608,-0.0012586083036257125
0.2,35.5,-0.0015513909948512731,-0.0007182038550637527
0.2,35.75,-0.0017929917653356523,-5.607532844393192e-05
0.2,36.0,-0.001716551564247523,0.0006360387801498646
0.2,36.25,-0.0013938272078528637,0.001236445188986938
0.2,36.5,-0.0008340936978852067,0.0017527719407124374
0.2,36.75,-7.53422679489673e-05,0.0020072062900880093
0.2,37.0,0.0007760117043257155,0.001915155134019688
0.2,37.25,0.0014412797267641516,0.0016044043192445846
0.2,37.5,0.002027967573145606,0.0009620166225977036
0.2,37.75,0.0023255476810865373,0.00011226671399252951
0.2,38.0,0.0022981370975169546,-0.0007572660269364084
0.2,38.25,0.0020045942039623194,-0.001607996452731382
0.2,38.5,0.0012412923955951506,-0.0023060774896537053
0.2,38.75,0.0003071214959938255,-0.0027219916865674734
0.2,39.0,-0.0007544988548078194,-0.0027429349979493146
0.2,39.25,-0.0018149848781353521,-0.002402995444394704
0.2,39.5,-0.002620250714862483,-0.00153438516568657
0.2,39.75,-0.003121714673669838,-0.00048209348423225754
0.2,40.0,-0.003194412069781911,0.000804891316787514
0.2,40.25,-0.002762857543401683,0.00199336686880382
0.2,40.5,-0.0017769303915422501,0.003061676331275579
0.2,40.75,-0.0005523062685727476,0.0036805572771273624
0.2,41.0,0.0010280611278488411,0.003725900005456179
0.2,41.25,0.002522175560471088,0.0032617134221557998
0.2,41.5,0.0038275649411285296,0.0021551735979446454
0.2,41.75,0.00468764670280535,0.000615663873636622
0.2,42.0,0.004890163285171456,-0.0013236190764497361
0.2,42.25,0.004276233493459119,-0.00331140425787126
0.2,42.5,0.002927146549019863,-0.005040583830999751
0.2,42.75,0.0009052809624046732,-0.006221477313729846
0.2,43.0,-0.001534319098570314,-0.006578160232672954
0.2,43.25,-0.004211836433597356,-0.005971054325105418
0.2,43.5,-0.006718418768329225,-0.0043967393855165885
0.2,43.75,-0.00857436079151681,-0.0014416680559892802
0.2,44.0,-0.009459666682579325,0.0022826479311971308
0.2,44.25,-0.008882744508647754,0.006524845088894071
0.2,44.5,-0.0063684452977308854,0.011107661532337184
0.2,44.75,-0.0015014732382826583,0.015435301055915143
0.2,45.0,0.005945927121950207,0.018385709803467414
0.2,45.25,0.018168081664692096,0.017951062420710682
0.2,45.5,0.0350833793212021,0.010258237960060321
0.2,45.75,0.05706000704513539,-0.022224770393472027
0.2,46.0,0.011785016811157073,-0.11395056156960637
0.2,46.25,-0.08468486272972317,0.001649785368051166
0.2,46.5,-0.031596922959223624,0.027006615562708277
0.2,46.75,-0.01078115041231205,0.02508102912816105
0.2,47.0,0.0006834885887982039,0.02013111810668971
0.2,47.25,0.007163664744184024,0.014263373245537095
0.2,47.5,0.010120015841921586,0.00846306601548045
0.2,47.75,0.010927122003954503,0.0034315322879930246
0.2,48.0,0.009877700658067668,-0.001248091289839549
0.2,48.25,0.007460438270372144,-0.004535259633757187
0.2,48.5,0.004529541299367315,-0.006340917426016856
0.2,48.75,0.001418047917201702,-0.007164065282501028
0.2,49.0,-0.00191943217299696,-0.006437828065003295
0.2,49.25,-0.003366925171239657,-0.0048885779678639486
0.2,49.5,-0.004812173898204813,-0.0023017244666091305
0.2,49.75,-0.005277777206940878,-0.00060713223286821
0.2,50.0,-0.0037133734971775342,0.0020910311908264295
0.2,50.25,-0.003558345206903585,0.0030315900726996703
0.2,50.5,-0.0020071072340086676,0.003911089785349557
0.2,50.75,-0.0002868127306350205,0.0041647052857169305
0.2,51.0,0.0012208916558427811,0.0036831564473636066
0.2,51.25,0.002409630066802865,0.00279136425463234
0.2,51.5,0.0031404874326002434,0.0014435174529451415
0.2,51.75,0.0032543101166667096,6.976205920672854e-05
0.2,52.0,0.0027969783729317587,-0.0011370443381833089
0.2,52.25,0.002009503991858217,-0.0020778565020576722
0.2,52.5,0.0009424875101498478,-0.0026247162681800173
0.2,52.75,-0.000166126345141852,-0.0026827520715593366
0.2,53.0,-0.0012215185419910267,-0.0022692181818893416
0.2,53.25,-0.0019673278950430653,-0.0015647621248498157
0.2,53.5,-0.002400428412282262,-0.0006141310332644887
0.2,53.75,-0.0023832805641911875,0.0004163511917810289
0.2,54.0,-0.001957625006766605,0.001293983430341112
0.2,54.25,-0.001297026060350766,0.0018995112313767823
0.2,54.5,-0.0004608081644420781,0.0021751463862197664
0.2,54.75,0.0004685800716083026,0.0021299594783129915
0.2,55.0,0.0012112740671914705,0.001704404333021434
0.2,55.25,0.0017447640719596453,0.0010425897230399868
0.2,55.5,0.0019469358360653735,0.00024348287056126627
0.2,55.75,0.001829480944603521,-0.0005868655893409495
0.2,56.0,0.0013584721827171915,-0.001206071595200523
0.2,56.25,0.0007273963787302284,-0.0016090820353515248
0.2,56.5,-2.0369781215959765e-05,-0.001729576720894377
0.2,56.75,-0.0007242941064286316,-0.0015421911110519847
0.2,57.0,-0.001258123046198444,-0.0011136288215649573
0.2,57.25,-0.0015990534334101047,-0.0004665008299856859
0.2,57.5,-0.0016290209050753017,0.00019565548821899682
0.2,57.75,-0.0014001322484099008,0.0008199483217582889
0.2,58.0,-0.0009279766988337767,0.001322968461221501
0.2,58.25,-0.0003512578194880421,0.0015552903102005488
0.2,58.5,0.00030918802361514435,0.0015634723344834214
0.2,58.75,0.0008683813669930608,0.001299401455361093
0.2,59.0,0.0012897461458927534,0.0008195054297084326
0.2,59.25,0.001464634211378242,0.00021033848300092012
0.2,59.5,0.0013888729361301148,-0.00037365756369518873
0.2,59.75,0.001091601186156781,-0.0008905782112719566
0.2,60.0,0.000612028932810581,-0.0012678947875759273
0.2,60.25,4.5549559703364826e-05,-0.0013683495246498444
0.2,60.5,-0.0005285418672525178,-0.0012674777848803883
0.2,60.75,-0.0009925009542559272,-0.0009304522390519288
0.2,61.0,-0.0012933567181973192,-0.00044947430381760345
0.2,61.25,-0.001375131603757521,0.00011660163915668156
0.2,61.5,-0.0012202989974317497,0.0006487042271537132
0.2,61.75,-0.0008301206530767055,0.0010904942240659776
0.2,62.0,-0.00035818523174078646,0.0013225945127878906
0.2,62.25,0.00021122272449197464,0.0013488438394579974
0.2,62.5,0.000723416465187248,0.0011555115381133288
0.2,62.75,0.0010741283003905464,0.0007602422798919324
0.2,63.0,0.0012791107125367572,0.0002598036661270623
0.2,63.25,0.0012560776729447288,-0.0002671257732772977
0.2,63.5,0.0010085506330401342,-0.0007556191621465998
0.2,63.75,0.0006075605810509958,-0.0010809936918226774
0.2,64.0,8.75639841988051e-05,-0.001239038518301966
0.2,64.25,-0.0004194894809773439,-0.0011636130282501862
0.2,64.5,-0.0008611393629389796,-0.0008818443560754711
0.2,64.75,-0.0011521858377459655,-0.00045160852258376195
0.2,65.0,-0.0012607739285749387,4.728096921884563e-05
0.2,65.25,-0.0011075863005567293,0.000516667082265831
0.2,65.5,-0.0008104090391844219,0.0009212002977313628
0.2,65.75,-0.00038219716520033635,0.0011715299276980552
0.2,66.0,0.00011991141720896799,0.00121373084723995
0.2,66.25,0.0005857791522746934,0.0010780375751879717
0.2,66.5,0.000951256914785798,0.0007441658092454706
0.2,66.75,0.0011472216203125183,0.000288855963627295
0.2,67.0,0.0011406226264137702,-0.00018046031293265919
0.2,67.25,0.0009432218986905635,-0.0006364337647559139
0.2,67.5,0.0006076139118913718,-0.0009594785464687988
0.2,67.75,0.00015686437843908234,-0.0011018683315645328
0.2,68.0,-0.0003088506789128979,-0.0010633138346237694
0.2,68.25,-0.0007053961062142017,-0.0008397223282847414
0.2,68.5,-0.0009914942147934728,-0.00047436300057674796
0.2,68.75,-0.0010927513563945453,-3.0024412594212088e-05
0.2,69.0,-0.0010127272923239527,0.0004088972116329889
0.2,69.25,-0.0007655674818888365,0.0007818733371779417
0.2,69.5,-0.00038127529247758256,0.001013782119638189
0.2,69.75,4.023852058777859e-05,0.0010771712523975744
0.2,70.0,0.00046209271282073407,0.0009451698795911414
0.2,70.25,0.0008056521842300285,0.0006888977862221172
0.2,70.5,0.0009737377724478258,0.00029027596188080704
0.2,70.75,0.001010484290824715,-0.00012703490548271161
0.2,71.0,0.0008502255673895069,-0.0005064486685150265
0.2,71.25,0.000547264221825615,-0.0007988360468187326
0.2,71.5,0.00016699910089647307,-0.0009387833514730562
0.2,71.75,-0.0002443660772712731,-0.0009236043807836212
0.2,72.0,-0.0006003771305689541,-0.0007349377433191309
0.2,72.25,-0.0008278811114640026,-0.0004139857200756929
0.2,72.5,-0.0009168868712879862,-2.5784583422983792e-05
0.2,72.75,-0.0008620836302016404,0.00034253671015762493
0.2,73.0,-0.0006344539808139978,0.0006674961207284563
0.2,73.25,-0.00031590101017569443,0.0008676709233228748
0.2,73.5,6.28495670918718e-05,0.0008928905252260098
0.2,73.75,0.00041328136482167915,0.0007866012507494512
0.2,74.0,0.0006720851458555669,0.000549913224288987
0.2,74.25,0.0008250644780672089,0.00022625847911807978
0.2,74.5,0.000821871535137532,-0.00012648720975320975
0.2,74.75,0.0006760799386019437,-0.0004474373005607495
0.2,75.0,0.00041229470700061583,-0.0006716062934426856
0.2,75.25,9.587077255138173e-05,-0.0007625651562660636
0.2,75.5,-2.7096064094165714e-05,-0.0004664112311527392
0.2,75.75,-0.0005747103210613367,-0.0005706729734147321
0.2,76.0,-0.000738053401274151,-0.00026460010761088584
0.2,76.25,-0.0007668939858052352,6.211233065155879e-05
0.2,76.5,-0.0006799000667982045,0.00036937885866473595
0.2,76.75,-0.0004599110071606985,0.0006072687286298197
0.2,77.0,-0.00017244528641226103,0.0007258437218679819
0.2,77.25,0.00013766710514837336,0.0007276424776645311
0.2,77.5,0.0004296829386957251,0.0006036175547977996
0.2,77.75,0.000644607511635876,0.0003474632938667487
0.2,78.0,0.0007145273766304288,6.27930708165024e-05
0.2,78.25,0.0006621607737202258,-0.00023590488830066192
0.2,78.5,0.00047304644032620207,-0.00048036146442532383
0.2,78.75,0.00021680883601965368,-0.0006484224025346192
0.2,79.0,-7.778504180884843e-05,-0.0006626171280321494
0.2,79.25,-0.00035866550980948123,-0.0005635979633092152
0.2,79.5,-0.0005657341038514225,-0.0003613157830652886
0.2,79.75,-0.0006627004477716202,-8.213542219973283e-05
0.2,80.0,-0.0006369229853049146,0.00021203012183510563
0.2,80.25,-0.00047982638435862846,0.00045326894780241386
0.2,80.5,-0.0002550042803372711,0.0006194572394121751
0.2,80.75,2.7465231304768835e-05,0.000645365388127273
0.2,81.0,0.0002971077851119585,0.0005819792351948277
0.2,81.25,0.0005166806245323834,0.0004103918012687651
0.2,81.5,0.0006323324862440113,0.00015243309932652283
0.2,81.75,0.0006085133394548712,-0.00012409688146371005
0.2,82.0,0.0004925698241895432,-0.0003855431853772986
0.2,82.25,0.0002802124145180414,-0.0005517572735683163
0.2,82.5,1.163282029852109e-05,-0.0006283570391674303
0.2,82.75,-0.0002540262847942997,-0.0005574160156111034
0.2,83.0,-0.00047895253342232784,-0.0004019730304575215
0.2,83.25,-0.0006090244958781558,-0.00015263031052481
0.2,83.5,-0.0006196101951725358,0.00011388561732540691
0.2,83.75,-0.000525257547961142,0.0003723440920349913
0.2,84.0,-0.0003311019412055244,0.0005545753345774948
0.2,84.25,-6.0429714479048116e-05,0.000633063135767054
0.2,84.5,0.0002079227858150255,0.0006040565035626422
0.2,84.75,0.0004384376876724223,0.00045855887722605045
0.2,85.0,0.0005812866043301443,0.0002337175963418369
0.2,85.25,0.0006164973421119168,-4.010300239310664e-05
0.2,85.5,0.0005420979145918645,-0.0002984249550091808
0.2,85.75,0.0003549464864109129,-0.0004973295920452223
0.2,86.0,0.00011472510793579108,-0.0006094969890963294
0.2,86.25,-0.0001677531577230934,-0.0005881199488663306
0.2,86.5,-0.0003917737644018611,-0.00046735100365475425
0.2,86.75,-0.000562741802945447,-0.00025389240320915836
0.2,87.0,-0.0006143302042780661,1.2320381312010508e-05
0.2,87.25,-0.0005694657010874208,0.0002673023892739234
0.2,87.5,-0.0004020119473125378,0.00048530956918284377
0.2,87.75,-0.00017242209713242755,0.0005995256838043952
0.2,88.0,9.603883719769315e-05,0.0006211293377366694
0.2,88.25,0.0003488236415662273,0.0005161953868207707
0.2,88.5,0.0005205325484135161,0.000321914478613034
0.2,88.75,0.0005984296377882842,5.878577992634418e-05
0.2,89.0,0.0005637558569744477,-0.00019489033178414332
0.2,89.25,0.00042136378423631766,-0.000409541354916658
0.2,89.5,0.00020505777717379605,-0.0005554220324512872
0.2,89.75,-4.4717361906304294e-05,-0.0005824764231321426
0.2,90.0,-0.00028369441446689556,-0.0004999147701286817
0.2,90.25,-0.0004934633558716846,-0.0003387328128710724
0.2,90.5,-0.0005771175587404483,-0.00010032235846524069
0.2,90.75,-0.0005531412881607133,0.0001422308985832746
0.2,91.0,-0.0004300518522723539,0.00037756094883414985
0.2,91.25,-0.00025027345882477686,0.0005247129813385746
0.2,91.5,-2.3000625908215123e-05,0.0005837280443081943
0.2,91.75,0.0002097794958866751,0.0005407722473726447
0.2,92.0,0.0004300964785295503,0.00039327365572785973
0.2,92.25,0.0006128403282534218,0.00015346546275665348
0.2,92.5,0.0005457315304904873,-0.0001358556687831384
0.2,92.75,0.00044442800430785157,-0.00033989074693066584
0.2,93.0,0.000236784331457141,-0.0004911762274351782
0.2,93.25,-5.119978129227113e-06,-0.0005359488325400982
0.2,93.5,-0.00021728958017322604,-0.00046593476305852716
0.2,93.75,-0.0004112851807402058,-0.00031316524805260343
0.2,94.0,-0.0005004705132897893,-0.00010468387730685447
0.2,94.25,-0.0005071232991448006,0.00012114997721540173
0.2,94.5,-0.00040302802663993125,0.00032513116910368314
0.2,94.75,-0.00023498772544969517,0.0004566738236523841
0.2,95.0,-1.4291734472022685e-05,0.0005089026327641902
0.2,95.25,0.00020790413609609714,0.0004646070947297651
0.2,95.5,0.0003802081152037617,0.000314388010443232
0.2,95.75,0.0004646693004433617,0.00012456290504261606
0.2,96.0,0.00046211457225957893,-9.588782118555933e-05
0.2,96.25,0.0003870505792046801,-0.0002766207092620136
0.2,96.5,0.00020962539342524292,-0.00041402680686737625
0.2,96.75,-3.1344319764905574e-06,-0.0004580954503059996
0.2,97.0,-0.00020503137849356854,-0.00041272900489543955
0.2,97.25,-0.0003697403101464994,-0.00027979820666428653
0.2,97.5,-0.00045877665088308694,-8.439802756479501e-05
0.2,97.75,-0.00044702149991957744,0.00012884296658296107
0.2,98.0,-0.0003472645960222766,0.00031154518730278227
0.2,98.25,-0.000178974891056486,0.00043120228387780575
0.2,98.5,2.160410653890612e-05,0.0004572030944266947
0.2,98.75,0.0002092933974456431,0.0004046902268309081
0.2,99.0,0.0003648642432389611,0.0002622636928798753
0.2,99.25,0.0004432725135857488,6.89775002453196e-05
0.2,99.5,0.0004193616707532686,-0.00013679438278018418
0.2,99.75,0.00032822294314227253,-0.0003024615171674473
0.2,100.0,0.00018008704920173088,-0.00042984366870596247
0.2,100.25,-4.364507618092378e-05,-0.00042253873199034233
0.2,100.5,-0.0002266154170929986,-0.0003671349734315681
0.2,100.75,-0.00037995331573502134,-0.00023414678764520428
0.2,101.0,-0.00044262747077140934,-3.3250141189733565e-05
0.2,101.25,-0.0004251863981750847,0.0001716618687941225
0.2,101.5,-0.0003109815052288077,0.00033615061996762727
0.2,101.75,-0.00013578494597276433,0.00043297241454352294
0.2,102.0,6.60770832934355e-05,0.00044496906750651885
0.2,102.25,0.0002579440884832137,0.00037387346989042913
0.2,102.5,0.0003931283730229746,0.00023068758082108744
0.2,102.75,0.0004400786907546387,4.606070076525122e-05
0.2,103.0,0.0004002168545463697,-0.00015900409331545497
0.2,103.25,0.0002968543691497653,-0.00032067947582102097
0.2,103.5,0.00012143875630657908,-0.000420615515248241
0.2,103.75,-8.139152678348502e-05,-0.0004304709296065743
0.2,104.0,-0.0002639700626723964,-0.0003496511816617075
0.2,104.25,-0.0003892837991136285,-0.00019496544437641006
0.2,104.5,-0.00043999076397069814,-3.1286258299810247e-06
0.2,104.75,-0.0003967441333878174,0.0001937335943194125
0.2,105.0,-0.00028487458920896586,0.00034987873141055395
0.2,105.25,-0.00010711830774631414,0.0004262265876817665
0.2,105.5,9.512776421901552e-05,0.0004320636632953294
0.2,105.75,0.0002715112579909522,0.0003333151628107002
0.2,106.0,0.00038645082443177685,0.00020227656575266416
0.2,106.25,0.0004133398031982068,8.677904432054958e-06
0.2,106.5,0.0003799529209403375,-0.0001886310285182522
0.2,106.75,0.0002581207306252289,-0.00033048913317327276
0.2,107.0,7.067304448521433e-05,-0.00040274811716783183
0.2,107.25,-0.00011380803138196694,-0.00039215565031585546
0.2,107.5,-0.0002785105744195294,-0.00029977064179134146
0.2,107.75,-0.0003869358700954661,-0.00013926498718311986
0.2,108.0,-0.0004083239688755104,3.942837496088694e-05
0.2,108.25,-0.0003475233979147088,0.00021338367484734298
0.2,108.5,-0.00022178404979250572,0.00033658485870585004
0.2,108.75,-4.670116456918877e-05,0.00040916725570138546
0.2,109.0,0.00012663173232200825,0.00037432130042274055
0.2,109.25,0.00028197442282007837,0.0002796958550624899
0.2,109.5,0.0003765520006212138,0.00012701201197989103
0.2,109.75,0.0003720764797179505,-4.788747565838929e-05
0.2,110.0,0.0003049635735058797,-0.00021257832118708745
0.2,110.25,0.0001737239055932143,-0.0003135905130211802
0.2,110.5,1.1852187242887623e-05,-0.00036197454100147993
0.2,110.75,-0.000161055025470611,-0.0003222769088104129
0.2,111.0,-0.0002944812294711223,-0.0002142685278882756
0.2,111.25,-0.0003637210621565799,-5.86895979842209e-05
0.2,111.5,-0.0003452885141419423,0.0001161897288005164
0.2,111.75,-0.0002607405738018928,0.0002460788953769374
0.2,112.0,-0.00011744397613356059,0.0003331493639504173
0.2,112.25,3.9162436509417034e-05,0.00035758649147072486
0.2,112.5,0.0001957801169365796,0.0003051952665348243
0.2,112.75,0.0003095977986651288,0.00017923424172025114
0.2,113.0,0.00035606029868829307,1.088930136895777e-05
0.2,113.25,0.0003119449956697993,-0.00014359775890993953
0.2,113.5,0.00021712723973574198,-0.0002707653680578799
0.2,113.75,5.5282005107580134e-05,-0.0003323317757078366
0.2,114.0,-0.00010623187379990034,-0.00032092605207327627
0.2,114.25,-0.0002384841316509576,-0.0002478925095002551
0.2,114.5,-0.00032108774441078514,-0.00011057625499315577
0.2,114.75,-0.00034301305142888776,5.1379641367726734e-05
0.2,115.0,-0.0002802535553723336,0.00019894779587715397
0.2,115.25,-0.00017463035987718285,0.00031095553114035166
0.2,115.5,-6.382826419224639e-06,0.00034747787765379833
0.2,115.75,0.00014147346358632924,0.0003161974711886018
0.2,116.0,0.0002700684123661069,0.00022304209118429865
0.2,116.25,0.00034461505056643027,6.771118401653007e-05
0.2,116.5,0.00033263173053939016,-8.271708125242273e-05
0.2,116.75,0.0002474888760888951,-0.00022427558924438459
0.2,117.0,0.00011356448202788356,-0.00031137635556760784
0.2,117.25,-4.301606325358158e-05,-0.0003436172731891367
0.2,117.5,-0.00019556616263483094,-0.0002761275703186861
0.2,117.75,-0.0002966911623214767,-0.00016423720353713525
0.2,118.0,-0.0003478431163181913,-3.03481921415787e-06
0.2,118.25,-0.0003162148684996805,0.0001398476997957014
0.2,118.5,-0.00021135591470829678,0.00027470187982543367
0.2,118.75,-6.680319471245394e-05,0.0003370160654315438
0.2,119.0,9.12098438586362e-05,0.00033125551692823185
0.2,119.25,0.0002299753456873345,0.0002671107760740966
0.2,119.5,0.000314034300433265,0.00013359559095173944
